nowGroup,grpID,timeStep,mass,totalParticles,HI,prog,massRatio
31077,30390,3,3390729.383,10,0,0,-1
31077,42249,5,2.31E+07,68,0,0,-1
31077,14878,7,1695364.691,5,0,0,-1
31077,42248,5,1017218.815,3,0,0,-1
31077,15044,7,3051656.444,9,0,0,-1
31077,30258,3,1695364.691,5,0,0,-1
31077,15144,6,9154969.333,27,0,0,-1
31077,15130,6,1356291.753,4,0,0,-1
31077,29958,4,8137750.519,24,0,0,-1
31077,15060,6,5764239.951,17,0,0,-1
31077,15063,6,3390729.383,10,0,0,-1
31077,15201,6,3051656.444,9,0,0,-1
31077,42066,5,678145.8766,2,0,0,-1
31077,30113,4,1.32E+07,39,0,0,-1
31077,15309,6,8476823.457,25,0,0,-1
31077,29468,2,339072.9383,1,0,0,-1
31077,30478,3,678145.8766,2,0,0,-1
31077,29259,2,1356291.753,4,0,0,-1
31077,42234,5,1695364.691,5,0,0,-1
31077,42047,5,2373510.568,7,0,0,-1
31077,15254,7,678145.8766,2,0,0,-1
31077,15029,7,7459604.642,22,0,0,-1
31077,14897,6,7798677.58,23,0,0,-1
31077,36038,3,1695364.691,5,0,0,-1
31077,30480,3,4747021.136,14,0,0,-1
31077,30479,3,4407948.198,13,0,0,-1
31077,42215,5,3.26E+07,97,0,0,-1
31077,29802,4,678145.8766,2,0,0,-1
31077,14963,7,3390729.383,10,0,0,-1
31077,30164,3,1017218.815,3,0,0,-1
31077,47252,5,2.00E+08,597,0.005431694,0,-1
31077,30366,3,2034437.63,6,0,0,-1
31077,29854,4,678145.8766,2,0,0,-1
31077,39684,4,678145.8766,2,0,0,-1
31077,30192,3,2.58E+07,77,0,0,-1
31077,30482,3,3729802.321,11,0,0,-1
31077,30392,3,1017218.815,3,0,0,-1
31077,41954,5,3729802.321,11,0,0,-1
31077,30192,4,678145.8766,2,0,0,-1
31077,14888,6,1.08E+07,36,0.588747195,0,-1
31077,15219,6,3729802.321,11,0,0,-1
31077,42107,5,2034437.63,6,0,0,-1
31077,29417,2,5086094.074,15,0,0,-1
31077,23134,6,3390729.383,10,0,0,-1
31077,30451,3,2373510.568,7,0,0,-1
31077,42122,5,5298177.662,16,0.006326493,0,-1
31077,30028,4,1356291.753,4,0,0,-1
31077,30054,4,7164253.973,22,0,0,-1
31077,42150,5,1695364.691,5,0,0,-1
31077,22366,7,1017218.815,3,0,0,-1
31077,30007,4,4068875.259,12,0,0,-1
31077,15137,7,4407948.198,13,0,0,-1
31077,52642,5,5425167.012,16,0,0,-1
31077,15325,6,3390729.383,10,0,0,-1
31077,29884,4,678145.8766,2,0,0,-1
31077,29781,4,678145.8766,2,0,0,-1
31077,15266,6,3390729.383,10,0,0,-1
31077,42046,5,3.81E+07,115,0,0,-1
31077,29905,4,3390729.383,10,0,0,-1
31077,42048,5,678145.8766,2,0,0,-1
31077,15116,7,1356291.753,4,0,0,-1
31077,29826,4,4068875.259,12,0,0,-1
31077,29356,2,5086094.074,15,0,0,-1
31077,29303,2,3390729.383,10,0,0,-1
31077,20638,6,1356291.753,4,0,0,-1
31077,42166,5,8137750.519,24,0,0,-1
31077,30337,3,6103312.889,18,0,0,-1
31077,15317,6,4747021.136,14,0,0,-1
31077,45349,5,2034437.63,6,0,0,-1
31077,33785,3,2034437.63,6,0,0,-1
31077,49754,5,339072.9383,1,0,0,-1
31077,18469,6,2712583.506,8,0,0,-1
31077,29497,2,2373510.568,7,0,0,-1
31077,51812,5,1695364.691,5,0,0,-1
31077,30429,3,1695364.691,5,0,0,-1
31077,29319,2,2.61E+08,784,0,0,-1
31077,41952,5,3.47E+07,104,0,0,-1
31077,29349,2,2373510.568,7,0,0,-1
31077,15030,7,1017218.815,3,0,0,-1
31077,15087,7,1356291.753,4,0,0,-1
31077,42043,5,1695364.691,5,0,0,-1
31077,30350,3,4.15E+09,12936,241.2383775,0,-1
31077,15163,6,1695364.691,5,0,0,-1
31077,14993,6,339072.9383,1,0,0,-1
31077,15065,7,1356291.753,4,0,0,-1
31077,15083,6,1.32E+07,39,0,0,-1
31077,29852,4,1017218.815,3,0,0,-1
31077,27274,7,2.34E+07,69,0,0,-1
31077,15165,6,678145.8766,2,0,0,-1
31077,24285,7,678145.8766,2,0,0,-1
31077,30410,3,5086094.074,15,0,0,-1
31077,29836,4,7459604.642,22,0,0,-1
31077,29764,4,3520642.247,13,0,0,-1
31077,42247,5,1.00E+07,30,0.044442505,0,-1
31077,41926,5,1017218.815,3,0,0,-1
31077,15207,7,1.32E+07,39,0,0,-1
31077,14987,7,1.63E+07,49,0,0,-1
31077,41489,4,3390729.383,10,0,0,-1
31077,42090,5,5.69E+07,172,0.01906339,0,-1
31077,29853,4,678145.8766,2,0,0,-1
31077,40634,4,339072.9383,1,0,0,-1
31077,30073,4,1017218.815,3,0,0,-1
31077,29953,4,1695364.691,5,0,0,-1
31077,14890,7,3729802.321,11,0,0,-1
31077,42009,5,2034437.63,6,0,0,-1
31077,15156,6,5086094.074,15,0,0,-1
31077,42020,5,5764239.951,17,0,0,-1
31077,29807,4,2373510.568,7,0,0,-1
31077,14858,7,2.10E+07,62,0,0,-1
31077,30210,3,4788356.741,15,0,0,-1
31077,29871,4,1.56E+07,46,0,0,-1
31077,33811,4,6.91E+07,211,2.208778668,0,-1
31077,35025,4,678145.8766,2,0,0,-1
31077,15132,6,3051656.444,9,0,0,-1
31077,30339,3,1.12E+07,33,0,0,-1
31077,42170,5,7798677.58,23,0,0,-1
31077,46999,5,5.12E+07,153,0.011961542,0,-1
31077,30154,4,3.83E+07,113,0,0,-1
31077,41929,5,1017218.815,3,0,0,-1
31077,38431,3,2373510.568,7,0,0,-1
31077,20976,6,1.16E+07,35,0.108035546,0,-1
31077,29923,4,678145.8766,2,0,0,-1
31077,29930,4,2.24E+07,67,0,0,-1
31077,14941,7,3.08E+07,96,2.822673291,0,-1
31077,15186,6,1.15E+07,34,0,0,-1
31077,14883,7,4747021.136,14,0,0,-1
31077,30383,3,6103312.889,18,0,0,-1
31077,15101,7,2373510.568,7,0,0,-1
31077,29343,2,339072.9383,1,0,0,-1
31077,15078,7,3390729.383,10,0,0,-1
31077,41966,5,1.49E+07,44,0,0,-1
31077,42187,5,678145.8766,2,0,0,-1
31077,15347,6,1356291.753,4,0,0,-1
31077,14951,7,1.73E+07,51,0,0,-1
31077,30418,3,4747021.136,14,0,0,-1
31077,46882,5,1568375.355,5,9.99E-04,0,-1
31077,30006,4,2712583.506,8,0,0,-1
31077,29410,2,678145.8766,2,0,0,-1
31077,14877,7,1356291.753,4,0,0,-1
31077,20877,6,4.23E+07,126,0.009414146,0,-1
31077,29995,4,1356291.753,4,0,0,-1
31077,29495,2,3.05E+07,90,0,0,-1
31077,14948,7,2712583.506,8,0,0,-1
31077,15135,6,3.19E+07,94,0,0,-1
31077,42123,5,678145.8766,2,0,0,-1
31077,15269,6,3051656.444,9,0,0,-1
31077,15345,6,3051656.444,9,0,0,-1
31077,29777,4,4747021.136,14,0,0,-1
31077,42008,5,5764239.951,17,0,0,-1
31077,29816,4,5764239.951,17,0,0,-1
31077,42176,5,678145.8766,2,0,0,-1
31077,30380,3,678145.8766,2,0,0,-1
31077,30399,3,2034437.63,6,0,0,-1
31077,18581,7,1.69E+07,51,0.246896252,0,-1
31077,29511,2,2373510.568,7,0,0,-1
31077,30432,3,3390729.383,10,0,0,-1
31077,14896,6,1.90E+07,56,0,0,-1
31077,15023,7,2034437.63,6,0,0,-1
31077,42036,5,1356291.753,4,0,0,-1
31077,42099,5,3.27E+07,101,0.697125055,0,-1
31077,30398,3,2034437.63,6,0,0,-1
31077,42077,5,2034437.63,6,0,0,-1
31077,29330,2,3390729.383,10,0,0,-1
31077,15198,7,1695364.691,5,0,0,-1
31077,15322,6,1.09E+07,32,0,0,-1
31077,29308,2,3729802.321,11,0,0,-1
31077,29540,2,6821471.706,21,0,0,-1
31077,14911,7,3729802.321,11,0,0,-1
31077,15205,6,1.39E+07,41,0,0,-1
31077,30203,3,3390729.383,10,0,0,-1
31077,26622,6,1356291.753,4,0,0,-1
31077,30063,4,1.36E+08,411,0,0,-1
31077,29464,2,1.19E+07,35,0,0,-1
31077,29451,2,1.35E+07,47,4.432059422,0,-1
31077,32738,4,3.58E+07,106,3.19E-04,0,-1
31077,42196,5,4.03E+07,126,1.776097644,0,-1
31077,34661,4,2373510.568,7,0,0,-1
31077,15087,6,3729802.321,11,0,0,-1
31077,15396,6,8815896.395,26,0,0,-1
31077,30460,3,1017218.815,3,0,0,-1
31077,15184,6,339072.9383,1,0,0,-1
31077,17493,7,4917209.653,16,0.003998381,0,-1
31077,15288,7,7459604.642,22,0,0,-1
31077,15187,7,339072.9383,1,0,0,-1
31077,21302,7,1.03E+07,31,1.88E-04,0,-1
31077,40667,2,2712583.506,8,0,0,-1
31077,29940,4,5425167.012,16,0,0,-1
31077,15321,6,3051656.444,9,0,0,-1
31077,29987,3,1017218.815,3,0,0,-1
31077,15283,7,1356291.753,4,0,0,-1
31077,15108,6,1017218.815,3,0,0,-1
31077,41932,5,7459604.642,22,0,0,-1
31077,30166,3,1017218.815,3,0,0,-1
31077,42208,5,3051656.444,9,0,0,-1
31077,15289,6,2034437.63,6,0,0,-1
31077,20963,7,1017218.815,3,0,0,-1
31077,29796,4,3814896.573,12,4.75E-04,0,-1
31077,29425,2,2373510.568,7,0,0,-1
31077,17636,7,6781458.766,20,0,0,-1
31077,15295,6,1.73E+07,52,0,0,-1
31077,15090,7,4451115.439,14,0,0,-1
31077,29878,4,1398420.861,5,0,0,-1
31077,23803,6,678145.8766,2,0,0,-1
31077,30442,3,678145.8766,2,0,0,-1
31077,30302,3,1695364.691,5,0,0,-1
31077,25860,7,4407948.198,13,0,0,-1
31077,27279,7,2373510.568,7,0,0,-1
31077,30032,4,1356291.753,4,0,0,-1
31077,14881,7,4407948.198,13,0,0,-1
31077,14882,6,3729802.321,11,0,0,-1
31077,53296,5,5764239.951,17,0,0,-1
31077,30048,4,6103312.889,18,0,0,-1
31077,42007,5,2034437.63,6,0,0,-1
31077,29889,4,4.99E+07,148,0,0,-1
31077,27007,7,3729802.321,11,0,0,-1
31077,42229,5,3729802.321,11,0,0,-1
31077,15194,6,678145.8766,2,0,0,-1
31077,30300,3,2373510.568,7,0,0,-1
31077,29397,2,1017218.815,3,0,0,-1
31077,15050,6,6442385.827,19,0,0,-1
31077,17499,7,1.57E+08,472,0.283512112,0,-1
31077,30281,3,2.00E+07,59,0,0,-1
31077,14929,7,7120531.704,21,0,0,-1
31077,15019,7,678145.8766,2,0,0,-1
31077,30346,3,6.73E+07,201,0,0,-1
31077,29361,2,1356291.753,4,0,0,-1
31077,14947,7,6442385.827,19,0,0,-1
31077,29412,2,678145.8766,2,0,0,-1
31077,42219,5,4.18E+07,125,0,0,-1
31077,30407,3,1.35E+07,47,8.836989999,0,-1
31077,30030,4,4068875.259,12,0,0,-1
31077,50454,5,3051656.444,9,0,0,-1
31077,20278,7,9833115.21,29,0,0,-1
31077,15290,7,3390729.383,10,0,0,-1
31077,15281,7,1.76E+07,52,0,0,-1
31077,53106,5,2034437.63,6,0,0,-1
31077,15118,7,1.90E+07,56,0,0,-1
31077,15188,6,1356291.753,4,0,0,-1
31077,27280,7,212115.3234,1,0.08765877,0,-1
31077,30370,3,1695364.691,5,0,0,-1
31077,14961,7,7120531.704,21,0,0,-1
31077,54034,5,3051656.444,9,0,0,-1
31077,42038,5,1695364.691,5,0,0,-1
31077,30154,3,5764239.951,17,0,0,-1
31077,42173,5,1.80E+07,54,0,0,-1
31077,29270,2,4407948.198,13,0,0,-1
31077,29815,4,2373510.568,7,0,0,-1
31077,15161,6,1356291.753,4,0,0,-1
31077,29424,2,1356291.753,4,0,0,-1
31077,29469,2,1356291.753,4,0,0,-1
31077,15005,7,3942084.542,12,0.093798041,0,-1
31077,29950,4,7798677.58,23,0,0,-1
31077,15344,6,4068875.259,12,0,0,-1
31077,42102,5,2.05E+07,62,0.003269056,0,-1
31077,21005,7,1017218.815,3,0,0,-1
31077,30330,3,4747021.136,14,0,0,-1
31077,41986,5,2712583.506,8,0,0,-1
31077,15038,6,7459604.642,22,0,0,-1
31077,30095,4,3390729.383,10,0,0,-1
31077,41988,5,7120531.704,21,0,0,-1
31077,42200,5,4407948.198,13,0,0,-1
31077,19336,6,678145.8766,2,0,0,-1
31077,15130,7,9879538.734,30,0,0,-1
31077,29956,4,2373510.568,7,0,0,-1
31077,14882,7,5425167.012,16,0,0,-1
31077,29952,4,3.06E+07,91,0,0,-1
31077,15128,7,3390729.383,10,0,0,-1
31077,29465,2,6442385.827,19,0,0,-1
31077,29335,2,1017218.815,3,0,0,-1
31077,29372,2,678145.8766,2,0,0,-1
31077,29323,2,1017218.815,3,0,0,-1
31077,30284,3,1017218.815,3,0,0,-1
31077,30288,3,1695364.691,5,0,0,-1
31077,29966,4,3390729.383,10,0,0,-1
31077,42182,5,4068875.259,12,0,0,-1
31077,41958,5,1695364.691,5,0,0,-1
31077,15041,7,4068875.259,12,0,0,-1
31077,29376,2,6.02E+08,1809,0,0,-1
31077,29552,2,1017218.815,3,0,0,-1
31077,29317,2,1.63E+08,485,0,0,-1
31077,15122,7,5764239.951,17,0,0,-1
31077,15009,7,2034437.63,6,0,0,-1
31077,15135,7,2.14E+07,63,0,0,-1
31077,30453,3,1695364.691,5,0,0,-1
31077,15181,7,1356291.753,4,0,0,-1
31077,47085,5,2373510.568,7,0,0,-1
31077,15067,6,2034437.63,6,0,0,-1
31077,29976,4,678145.8766,2,0,0,-1
31077,15119,6,1356291.753,4,0,0,-1
31077,15115,6,678145.8766,2,0,0,-1
31077,15368,6,4068875.259,12,0,0,-1
31077,29272,2,2712583.506,8,0,0,-1
31077,30002,4,8815896.395,26,0,0,-1
31077,15097,6,2373510.568,7,0,0,-1
31077,15036,6,6781458.766,20,0,0,-1
31077,29228,2,4407948.198,13,0,0,-1
31077,30185,3,4068875.259,12,0,0,-1
31077,15105,6,339072.9383,1,0,0,-1
31077,30021,4,9154969.333,27,0,0,-1
31077,15169,7,2034437.63,6,0,0,-1
31077,25308,6,1695364.691,5,0,0,-1
31077,29771,4,5425167.012,16,0,0,-1
31077,30395,3,339072.9383,1,0,0,-1
31077,15456,6,3.99E+08,1228,26.58249506,0,-1
31077,29362,2,1017218.815,3,0,0,-1
31077,42058,5,1695364.691,5,0,0,-1
31077,29519,2,339072.9383,1,0,0,-1
31077,15072,6,3390729.383,10,0,0,-1
31077,34950,4,1.05E+07,31,0,0,-1
31077,42259,5,678145.8766,2,0,0,-1
31077,15098,6,3390729.383,10,0,0,-1
31077,30501,3,1.83E+07,54,0,0,-1
31077,30446,3,5.31E+07,160,0.329578887,0,-1
31077,15451,6,2034437.63,6,0,0,-1
31077,29868,4,6442385.827,19,0,0,-1
31077,15335,6,1356291.753,4,0,0,-1
31077,42275,5,678145.8766,2,0,0,-1
31077,29850,4,2034437.63,6,0,0,-1
31077,15313,6,3.37E+07,101,0,0,-1
31077,41997,5,1356291.753,4,0,0,-1
31077,30071,4,5086094.074,15,0,0,-1
31077,41938,5,1356291.753,4,0,0,-1
31077,30246,3,678145.8766,2,0,0,-1
31077,42005,5,5.20E+07,155,0,0,-1
31077,14847,7,4747021.136,14,0,0,-1
31077,15225,6,2.90E+08,883,24.98231796,0,-1
31077,30375,3,1356291.753,4,0,0,-1
31077,14990,6,5086094.074,15,0,0,-1
31077,42013,5,6781458.766,20,0,0,-1
31077,21810,6,678145.8766,2,0,0,-1
31077,42111,5,2373510.568,7,0,0,-1
31077,30268,3,1356291.753,4,0,0,-1
31077,29352,2,2373510.568,7,0,0,-1
31077,30044,4,1695364.691,5,0,0,-1
31077,29216,2,1.12E+07,34,0,0,-1
31077,27006,7,1.15E+07,34,0,0,-1
31077,15414,6,5086094.074,15,0,0,-1
31077,15191,7,4068875.259,12,0,0,-1
31077,30155,3,1.36E+07,40,0,0,-1
31077,15054,6,1.22E+07,36,0,0,-1
31077,15305,7,3.11E+07,99,7.823063215,0,-1
31077,23284,6,678145.8766,2,0,0,-1
31077,15380,6,1017218.815,3,0,0,-1
31077,29818,4,2034437.63,6,0,0,-1
31077,15192,7,678145.8766,2,0,0,-1
31077,15204,7,6.08E+08,1816,0.091202254,0,-1
31077,14924,7,3051656.444,9,0,0,-1
31077,41925,5,1017218.815,3,0,0,-1
31077,30473,3,1695364.691,5,0,0,-1
31077,15075,6,2.14E+07,65,0,0,-1
31077,30162,3,1017218.815,3,0,0,-1
31077,21871,7,5425167.012,16,0,0,-1
31077,41944,5,2034437.63,6,0,0,-1
31077,15160,7,3051656.444,9,0,0,-1
31077,15047,6,2712583.506,8,0,0,-1
31077,30447,3,6442385.827,19,0,0,-1
31077,14850,7,3729802.321,11,0,0,-1
31077,15220,6,2585595.883,8,0.036324993,0,-1
31077,41939,5,2.48E+07,74,0,0,-1
31077,24289,7,2712583.506,8,0,0,-1
31077,15069,7,678145.8766,2,0,0,-1
31077,29793,4,678145.8766,2,0,0,-1
31077,29284,2,2081184.725,7,0,0,-1
31077,29790,4,3729802.321,11,0,0,-1
31077,39167,3,4068875.259,12,0,0,-1
31077,29245,2,339072.9383,1,0,0,-1
31077,29800,4,2034437.63,6,0,0,-1
31077,15092,6,1356291.753,4,0,0,-1
31077,15042,7,3.62E+07,112,0.378097955,0,-1
31077,15094,6,2712583.506,8,0,0,-1
31077,15101,6,1356291.753,4,0,0,-1
31077,29332,2,678145.8766,2,0,0,-1
31077,15071,6,1695364.691,5,0,0,-1
31077,42087,5,4747021.136,14,0,0,-1
31077,15170,7,6484441.468,20,0,0,-1
31077,42157,5,3729802.321,11,0,0,-1
31077,42113,5,678145.8766,2,0,0,-1
31077,15141,7,5466674.516,17,0,0,-1
31077,41998,5,2034437.63,6,0,0,-1
31077,30303,3,2712583.506,8,0,0,-1
31077,15402,6,339072.9383,1,0,0,-1
31077,15054,7,6.26E+07,192,8.742099695,0,-1
31077,30112,4,2.83E+07,86,0.077939915,0,-1
31077,41841,3,1356291.753,4,0,0,-1
31077,14890,6,3051656.444,9,0,0,-1
31077,29514,2,2373510.568,7,0,0,-1
31077,42245,5,5425167.012,16,0,0,-1
31077,42258,5,1695364.691,5,0,0,-1
31077,29891,4,2712583.506,8,0,0,-1
31077,15132,7,2712583.506,8,0,0,-1
31077,29477,2,678145.8766,2,0,0,-1
31077,42194,5,7459604.642,22,0,0,-1
31077,29379,2,1356291.753,4,0,0,-1
31077,42330,5,5.28E+08,1605,12.92509341,0,-1
31077,15109,7,3729802.321,11,0,0,-1
31077,38884,2,2034437.63,6,0,0,-1
31077,42006,5,7.94E+07,242,0,0,-1
31077,42332,5,4747021.136,14,0,0,-1
31077,15331,6,678145.8766,2,0,0,-1
31077,30158,3,8137750.519,24,0,0,-1
31077,35026,4,1.45E+07,50,0.566537324,0,-1
31077,15032,7,1017218.815,3,0,0,-1
31077,30502,3,1017218.815,3,0,0,-1
31077,29406,2,3729802.321,11,0,0,-1
31077,15327,6,3.43E+07,102,0,0,-1
31077,49269,5,339072.9383,1,0,0,-1
31077,29955,4,3390729.383,10,0,0,-1
31077,29980,3,2034437.63,6,0,0,-1
31077,15022,7,1017218.815,3,0,0,-1
31077,30024,4,4407948.198,13,0,0,-1
31077,18468,6,1017218.815,3,0,0,-1
31077,15074,6,6.25E+07,187,0,0,-1
31077,30189,3,2373510.568,7,0,0,-1
31077,30396,3,678145.8766,2,0,0,-1
31077,14852,7,3.83E+07,113,0,0,-1
31077,29327,2,2034437.63,6,0,0,-1
31077,30419,3,3390729.383,10,0,0,-1
